INFO - 07:23:04: collecting all words and their counts
INFO - 07:23:04: PROGRESS: at sentence #0, processed 0 words, keeping 0 word types
INFO - 07:23:33: PROGRESS: at sentence #520000, processed 234667913 words, keeping 2770233 word types
INFO - 07:23:33: PROGRESS: at sentence #530000, processed 237640684 words, keeping 2797798 word types
INFO - 07:23:34: PROGRESS: at sentence #540000, processed 240726021 words, keeping 2824959 word types
INFO - 07:23:34: PROGRESS: at sentence #550000, processed 243740284 words, keeping 2855705 word types
INFO - 07:23:35: PROGRESS: at sentence #560000, processed 246660469 words, keeping 2880144 word types
INFO - 07:23:35: PROGRESS: at sentence #570000, processed 249944776 words, keeping 2907127 word types
INFO - 07:23:36: PROGRESS: at sentence #580000, processed 253352217 words, keeping 2943465 word types
INFO - 07:23:36: PROGRESS: at sentence #590000, processed 256573030 words, keeping 2971835 word types
INFO - 07:23:36: PROGRESS: at sentence #600000, processed 259448294 words, keeping 2998366 word types
INFO - 07:23:37: PROGRESS: at sentence #610000, processed 262516868 words, keeping 3025777 word types
INFO - 07:23:37: PROGRESS: at sentence #620000, processed 265709939 words, keeping 3052612 word types
INFO - 07:23:38: PROGRESS: at sentence #630000, processed 268836983 words, keeping 3080929 word types
INFO - 07:23:38: PROGRESS: at sentence #640000, processed 271922079 words, keeping 3107197 word types
INFO - 07:23:39: PROGRESS: at sentence #650000, processed 274786405 words, keeping 3130141 word types
INFO - 07:23:39: PROGRESS: at sentence #660000, processed 277737357 words, keeping 3154782 word types
INFO - 07:23:39: PROGRESS: at sentence #670000, processed 280954968 words, keeping 3182103 word types
INFO - 07:23:40: PROGRESS: at sentence #680000, processed 284164357 words, keeping 3208668 word types
INFO - 07:23:40: PROGRESS: at sentence #690000, processed 287469668 words, keeping 3234473 word types
INFO - 07:23:41: PROGRESS: at sentence #700000, processed 290493421 words, keeping 3263390 word types
INFO - 07:23:41: PROGRESS: at sentence #710000, processed 293512185 words, keeping 3289452 word types
INFO - 07:23:41: PROGRESS: at sentence #720000, processed 296440696 words, keeping 3314609 word types
INFO - 07:23:42: PROGRESS: at sentence #730000, processed 299449041 words, keeping 3340761 word types
INFO - 07:23:42: PROGRESS: at sentence #740000, processed 302422092 words, keeping 3366625 word types
INFO - 07:23:43: PROGRESS: at sentence #750000, processed 305416769 words, keeping 3393945 word types
INFO - 07:23:43: PROGRESS: at sentence #760000, processed 308404548 words, keeping 3417874 word types
INFO - 07:23:43: PROGRESS: at sentence #770000, processed 311510405 words, keeping 3440528 word types
INFO - 07:23:44: PROGRESS: at sentence #780000, processed 314378338 words, keeping 3465122 word types
INFO - 07:23:44: PROGRESS: at sentence #790000, processed 317311769 words, keeping 3486321 word types
INFO - 07:23:45: PROGRESS: at sentence #800000, processed 320276152 words, keeping 3509804 word types
INFO - 07:23:45: PROGRESS: at sentence #810000, processed 323114811 words, keeping 3533809 word types
INFO - 07:23:45: PROGRESS: at sentence #820000, processed 325961523 words, keeping 3555462 word types
INFO - 07:23:46: PROGRESS: at sentence #830000, processed 328778413 words, keeping 3577070 word types
INFO - 07:23:46: PROGRESS: at sentence #840000, processed 331743695 words, keeping 3601418 word types
INFO - 07:23:46: PROGRESS: at sentence #850000, processed 334548308 words, keeping 3624139 word types
INFO - 07:23:47: PROGRESS: at sentence #860000, processed 337483972 words, keeping 3647972 word types
INFO - 07:23:47: PROGRESS: at sentence #870000, processed 340320013 words, keeping 3672526 word types
INFO - 07:23:48: PROGRESS: at sentence #880000, processed 343288356 words, keeping 3699510 word types
INFO - 07:23:48: PROGRESS: at sentence #890000, processed 346142278 words, keeping 3726886 word types
INFO - 07:23:48: PROGRESS: at sentence #900000, processed 349057832 words, keeping 3757242 word types
INFO - 07:23:49: PROGRESS: at sentence #910000, processed 352042826 words, keeping 3779906 word types
INFO - 07:23:49: PROGRESS: at sentence #920000, processed 355213999 words, keeping 3805867 word types
INFO - 07:23:50: PROGRESS: at sentence #930000, processed 358115368 words, keeping 3828663 word types
INFO - 07:23:50: PROGRESS: at sentence #940000, processed 361045616 words, keeping 3853324 word types
INFO - 07:23:50: PROGRESS: at sentence #950000, processed 363926310 words, keeping 3875201 word types
INFO - 07:23:51: PROGRESS: at sentence #960000, processed 367189952 words, keeping 3909423 word types
INFO - 07:23:51: PROGRESS: at sentence #970000, processed 370366314 words, keeping 3932622 word types
INFO - 07:23:52: PROGRESS: at sentence #980000, processed 373303836 words, keeping 3954691 word types
INFO - 07:23:52: PROGRESS: at sentence #990000, processed 376336800 words, keeping 3977845 word types
INFO - 07:23:53: PROGRESS: at sentence #1000000, processed 379337243 words, keeping 4004539 word types
INFO - 07:23:53: PROGRESS: at sentence #1010000, processed 382258864 words, keeping 4029985 word types
INFO - 07:23:53: PROGRESS: at sentence #1020000, processed 385082399 words, keeping 4051777 word types
INFO - 07:23:54: PROGRESS: at sentence #1030000, processed 388028841 words, keeping 4075310 word types
INFO - 07:23:54: PROGRESS: at sentence #1040000, processed 391060249 words, keeping 4100302 word types
INFO - 07:23:55: PROGRESS: at sentence #1050000, processed 394290871 words, keeping 4126820 word types
INFO - 07:23:55: PROGRESS: at sentence #1060000, processed 397491604 words, keeping 4153415 word types
INFO - 07:23:55: PROGRESS: at sentence #1070000, processed 400698822 words, keeping 4177606 word types
INFO - 07:23:56: PROGRESS: at sentence #1080000, processed 403736519 words, keeping 4201717 word types
INFO - 07:23:56: PROGRESS: at sentence #1090000, processed 406675071 words, keeping 4226332 word types
INFO - 07:23:57: PROGRESS: at sentence #1100000, processed 409661747 words, keeping 4248087 word types
INFO - 07:23:57: PROGRESS: at sentence #1110000, processed 412572780 words, keeping 4269096 word types
INFO - 07:23:57: collected 4281480 word types from a corpus of 414058576 raw words and 1115791 sentences
INFO - 07:23:57: Creating a fresh vocabulary
INFO - 07:24:44: collecting all words and their counts
INFO - 07:24:44: PROGRESS: at sentence #0, processed 0 words, keeping 0 word types
INFO - 07:24:46: PROGRESS: at sentence #10000, processed 15548896 words, keeping 407376 word types
INFO - 07:24:47: PROGRESS: at sentence #20000, processed 23082087 words, keeping 511716 word types
INFO - 07:24:48: PROGRESS: at sentence #30000, processed 33489151 words, keeping 666725 word types
INFO - 07:24:49: PROGRESS: at sentence #40000, processed 42201346 words, keeping 790571 word types
INFO - 07:24:50: PROGRESS: at sentence #50000, processed 50167038 words, keeping 892451 word types
INFO - 07:24:51: PROGRESS: at sentence #60000, processed 57327184 words, keeping 986791 word types
INFO - 07:24:52: PROGRESS: at sentence #70000, processed 63881234 words, keeping 1068064 word types
INFO - 07:24:52: PROGRESS: at sentence #80000, processed 69974674 words, keeping 1135049 word types
INFO - 07:24:53: PROGRESS: at sentence #90000, processed 75826849 words, keeping 1197056 word types
INFO - 07:24:54: PROGRESS: at sentence #100000, processed 81505703 words, keeping 1258353 word types
INFO - 07:24:54: PROGRESS: at sentence #110000, processed 86999965 words, keeping 1318207 word types
INFO - 07:24:55: PROGRESS: at sentence #120000, processed 92113558 words, keeping 1370076 word types
INFO - 07:24:56: PROGRESS: at sentence #130000, processed 96971477 words, keeping 1420477 word types
INFO - 07:24:56: PROGRESS: at sentence #140000, processed 101547418 words, keeping 1468791 word types
INFO - 07:24:57: PROGRESS: at sentence #150000, processed 106266641 words, keeping 1518109 word types
INFO - 07:24:57: PROGRESS: at sentence #160000, processed 110806402 words, keeping 1566218 word types
INFO - 07:24:58: PROGRESS: at sentence #170000, processed 115213452 words, keeping 1611884 word types
INFO - 07:24:58: PROGRESS: at sentence #180000, processed 119543854 words, keeping 1655770 word types
INFO - 07:24:59: PROGRESS: at sentence #190000, processed 123735649 words, keeping 1697390 word types
INFO - 07:24:59: PROGRESS: at sentence #200000, processed 127775297 words, keeping 1739210 word types
INFO - 07:25:00: PROGRESS: at sentence #210000, processed 131550449 words, keeping 1783583 word types
INFO - 07:25:00: PROGRESS: at sentence #220000, processed 135318163 words, keeping 1819895 word types
INFO - 07:25:01: PROGRESS: at sentence #230000, processed 139092351 words, keeping 1859481 word types
INFO - 07:25:01: PROGRESS: at sentence #240000, processed 142717549 words, keeping 1896664 word types
INFO - 07:25:02: PROGRESS: at sentence #250000, processed 146411083 words, keeping 1933595 word types
INFO - 07:25:02: PROGRESS: at sentence #260000, processed 150201641 words, keeping 1968862 word types
INFO - 07:25:03: PROGRESS: at sentence #270000, processed 153931451 words, keeping 2005125 word types
INFO - 07:25:03: PROGRESS: at sentence #280000, processed 157592841 words, keeping 2041227 word types
INFO - 07:25:04: PROGRESS: at sentence #290000, processed 161435596 words, keeping 2078615 word types
INFO - 07:25:04: PROGRESS: at sentence #300000, processed 164972101 words, keeping 2110661 word types
INFO - 07:25:05: PROGRESS: at sentence #310000, processed 168460090 words, keeping 2142957 word types
INFO - 07:25:05: PROGRESS: at sentence #320000, processed 171513360 words, keeping 2172728 word types
INFO - 07:25:05: PROGRESS: at sentence #330000, processed 174714327 words, keeping 2207084 word types
INFO - 07:25:06: PROGRESS: at sentence #340000, processed 178034136 words, keeping 2240340 word types
INFO - 07:25:06: PROGRESS: at sentence #350000, processed 181346111 words, keeping 2268626 word types
INFO - 07:25:07: PROGRESS: at sentence #360000, processed 184309530 words, keeping 2302625 word types
INFO - 07:25:07: PROGRESS: at sentence #370000, processed 187437750 words, keeping 2331472 word types
INFO - 07:25:07: PROGRESS: at sentence #380000, processed 190677703 words, keeping 2360229 word types
INFO - 07:25:08: PROGRESS: at sentence #390000, processed 193774762 words, keeping 2386772 word types
INFO - 07:25:08: PROGRESS: at sentence #400000, processed 196839524 words, keeping 2414059 word types
INFO - 07:25:09: PROGRESS: at sentence #410000, processed 200199627 words, keeping 2441909 word types
INFO - 07:25:09: PROGRESS: at sentence #420000, processed 203582877 words, keeping 2473569 word types
INFO - 07:25:09: PROGRESS: at sentence #430000, processed 206676859 words, keeping 2501894 word types
INFO - 07:25:10: PROGRESS: at sentence #440000, processed 209934172 words, keeping 2532843 word types
INFO - 07:25:10: PROGRESS: at sentence #450000, processed 212842799 words, keeping 2562512 word types
INFO - 07:25:11: PROGRESS: at sentence #460000, processed 215895827 words, keeping 2592498 word types
INFO - 07:25:11: PROGRESS: at sentence #470000, processed 218976128 words, keeping 2618280 word types
INFO - 07:25:12: PROGRESS: at sentence #480000, processed 222046972 words, keeping 2651792 word types
INFO - 07:25:12: PROGRESS: at sentence #490000, processed 225255141 words, keeping 2681791 word types
INFO - 07:25:12: PROGRESS: at sentence #500000, processed 228353574 words, keeping 2711644 word types
INFO - 07:25:13: PROGRESS: at sentence #510000, processed 231542893 words, keeping 2741576 word types
INFO - 07:25:13: PROGRESS: at sentence #520000, processed 234667913 words, keeping 2770233 word types
INFO - 07:25:14: PROGRESS: at sentence #530000, processed 237640684 words, keeping 2797798 word types
INFO - 07:25:14: PROGRESS: at sentence #540000, processed 240726021 words, keeping 2824959 word types
INFO - 07:25:15: PROGRESS: at sentence #550000, processed 243740284 words, keeping 2855705 word types
INFO - 07:25:15: PROGRESS: at sentence #560000, processed 246660469 words, keeping 2880144 word types
INFO - 07:25:15: PROGRESS: at sentence #570000, processed 249944776 words, keeping 2907127 word types
INFO - 07:25:16: PROGRESS: at sentence #580000, processed 253352217 words, keeping 2943465 word types
INFO - 07:25:16: PROGRESS: at sentence #590000, processed 256573030 words, keeping 2971835 word types
INFO - 07:25:17: PROGRESS: at sentence #600000, processed 259448294 words, keeping 2998366 word types
INFO - 07:25:17: PROGRESS: at sentence #610000, processed 262516868 words, keeping 3025777 word types
INFO - 07:25:17: PROGRESS: at sentence #620000, processed 265709939 words, keeping 3052612 word types
INFO - 07:25:18: PROGRESS: at sentence #630000, processed 268836983 words, keeping 3080929 word types
INFO - 07:25:18: PROGRESS: at sentence #640000, processed 271922079 words, keeping 3107197 word types
INFO - 07:25:19: PROGRESS: at sentence #650000, processed 274786405 words, keeping 3130141 word types
INFO - 07:25:19: PROGRESS: at sentence #660000, processed 277737357 words, keeping 3154782 word types
INFO - 07:25:19: PROGRESS: at sentence #670000, processed 280954968 words, keeping 3182103 word types
INFO - 07:25:20: PROGRESS: at sentence #680000, processed 284164357 words, keeping 3208668 word types
INFO - 07:25:20: PROGRESS: at sentence #690000, processed 287469668 words, keeping 3234473 word types
INFO - 07:25:21: PROGRESS: at sentence #700000, processed 290493421 words, keeping 3263390 word types
INFO - 07:25:21: PROGRESS: at sentence #710000, processed 293512185 words, keeping 3289452 word types
INFO - 07:25:21: PROGRESS: at sentence #720000, processed 296440696 words, keeping 3314609 word types
INFO - 07:25:22: PROGRESS: at sentence #730000, processed 299449041 words, keeping 3340761 word types
INFO - 07:25:22: PROGRESS: at sentence #740000, processed 302422092 words, keeping 3366625 word types
INFO - 07:25:23: PROGRESS: at sentence #750000, processed 305416769 words, keeping 3393945 word types
INFO - 07:25:23: PROGRESS: at sentence #760000, processed 308404548 words, keeping 3417874 word types
INFO - 07:25:23: PROGRESS: at sentence #770000, processed 311510405 words, keeping 3440528 word types
INFO - 07:25:24: PROGRESS: at sentence #780000, processed 314378338 words, keeping 3465122 word types
INFO - 07:25:24: PROGRESS: at sentence #790000, processed 317311769 words, keeping 3486321 word types
INFO - 07:25:25: PROGRESS: at sentence #800000, processed 320276152 words, keeping 3509804 word types
INFO - 07:25:25: PROGRESS: at sentence #810000, processed 323114811 words, keeping 3533809 word types
INFO - 07:25:25: PROGRESS: at sentence #820000, processed 325961523 words, keeping 3555462 word types
INFO - 07:25:26: PROGRESS: at sentence #830000, processed 328778413 words, keeping 3577070 word types
INFO - 07:25:26: PROGRESS: at sentence #840000, processed 331743695 words, keeping 3601418 word types
INFO - 07:25:26: PROGRESS: at sentence #850000, processed 334548308 words, keeping 3624139 word types
INFO - 07:25:27: PROGRESS: at sentence #860000, processed 337483972 words, keeping 3647972 word types
INFO - 07:25:27: PROGRESS: at sentence #870000, processed 340320013 words, keeping 3672526 word types
INFO - 07:25:28: PROGRESS: at sentence #880000, processed 343288356 words, keeping 3699510 word types
INFO - 07:25:28: PROGRESS: at sentence #890000, processed 346142278 words, keeping 3726886 word types
INFO - 07:25:28: PROGRESS: at sentence #900000, processed 349057832 words, keeping 3757242 word types
INFO - 07:25:29: PROGRESS: at sentence #910000, processed 352042826 words, keeping 3779906 word types
INFO - 07:25:29: PROGRESS: at sentence #920000, processed 355213999 words, keeping 3805867 word types
INFO - 07:25:30: PROGRESS: at sentence #930000, processed 358115368 words, keeping 3828663 word types
INFO - 07:25:30: PROGRESS: at sentence #940000, processed 361045616 words, keeping 3853324 word types
INFO - 07:25:30: PROGRESS: at sentence #950000, processed 363926310 words, keeping 3875201 word types
INFO - 07:25:31: PROGRESS: at sentence #960000, processed 367189952 words, keeping 3909423 word types
INFO - 07:25:31: PROGRESS: at sentence #970000, processed 370366314 words, keeping 3932622 word types
INFO - 07:25:32: PROGRESS: at sentence #980000, processed 373303836 words, keeping 3954691 word types
INFO - 07:25:32: PROGRESS: at sentence #990000, processed 376336800 words, keeping 3977845 word types
INFO - 07:25:33: PROGRESS: at sentence #1000000, processed 379337243 words, keeping 4004539 word types
INFO - 07:25:33: PROGRESS: at sentence #1010000, processed 382258864 words, keeping 4029985 word types
INFO - 07:25:33: PROGRESS: at sentence #1020000, processed 385082399 words, keeping 4051777 word types
INFO - 07:25:34: PROGRESS: at sentence #1030000, processed 388028841 words, keeping 4075310 word types
INFO - 07:25:34: PROGRESS: at sentence #1040000, processed 391060249 words, keeping 4100302 word types
INFO - 07:25:35: PROGRESS: at sentence #1050000, processed 394290871 words, keeping 4126820 word types
INFO - 07:25:35: PROGRESS: at sentence #1060000, processed 397491604 words, keeping 4153415 word types
INFO - 07:25:35: PROGRESS: at sentence #1070000, processed 400698822 words, keeping 4177606 word types
INFO - 07:25:36: PROGRESS: at sentence #1080000, processed 403736519 words, keeping 4201717 word types
INFO - 07:25:36: PROGRESS: at sentence #1090000, processed 406675071 words, keeping 4226332 word types
INFO - 07:25:37: PROGRESS: at sentence #1100000, processed 409661747 words, keeping 4248087 word types
INFO - 07:25:37: PROGRESS: at sentence #1110000, processed 412572780 words, keeping 4269096 word types
INFO - 07:25:37: collected 4281480 word types from a corpus of 414058576 raw words and 1115791 sentences
INFO - 07:25:37: Creating a fresh vocabulary
INFO - 07:25:39: Word2Vec lifecycle event {'msg': 'effective_min_count=20 retains 417858 unique words (9.76% of original 4281480, drops 3863622)', 'datetime': '2025-10-02T07:25:39.240211', 'gensim': '4.3.3', 'python': '3.12.11 (main, Sep 18 2025, 19:47:19) [Clang 20.1.4 ]', 'platform': 'Linux-5.15.0-53-generic-x86_64-with-glibc2.35', 'event': 'prepare_vocab'}
INFO - 07:25:39: Word2Vec lifecycle event {'msg': 'effective_min_count=20 leaves 403141111 word corpus (97.36% of original 414058576, drops 10917465)', 'datetime': '2025-10-02T07:25:39.240359', 'gensim': '4.3.3', 'python': '3.12.11 (main, Sep 18 2025, 19:47:19) [Clang 20.1.4 ]', 'platform': 'Linux-5.15.0-53-generic-x86_64-with-glibc2.35', 'event': 'prepare_vocab'}
INFO - 07:25:40: deleting the raw counts dictionary of 4281480 items
INFO - 07:25:40: sample=0.001 downsamples 3 most-common words
INFO - 07:25:40: Word2Vec lifecycle event {'msg': 'downsampling leaves estimated 402833108.33568513 word corpus (99.9%% of prior 403141111)', 'datetime': '2025-10-02T07:25:40.613505', 'gensim': '4.3.3', 'python': '3.12.11 (main, Sep 18 2025, 19:47:19) [Clang 20.1.4 ]', 'platform': 'Linux-5.15.0-53-generic-x86_64-with-glibc2.35', 'event': 'prepare_vocab'}
INFO - 07:25:43: estimated required memory for 417858 words and 100 dimensions: 543215400 bytes
INFO - 07:25:43: resetting layer weights
INFO - 07:25:43: Word2Vec lifecycle event {'update': False, 'trim_rule': 'None', 'datetime': '2025-10-02T07:25:43.271281', 'gensim': '4.3.3', 'python': '3.12.11 (main, Sep 18 2025, 19:47:19) [Clang 20.1.4 ]', 'platform': 'Linux-5.15.0-53-generic-x86_64-with-glibc2.35', 'event': 'build_vocab'}
INFO - 07:25:43: Word2Vec lifecycle event {'msg': 'training model with 32 workers on 417858 vocabulary and 100 features, using sg=0 hs=0 sample=0.001 negative=5 window=5 shrink_windows=True', 'datetime': '2025-10-02T07:25:43.271428', 'gensim': '4.3.3', 'python': '3.12.11 (main, Sep 18 2025, 19:47:19) [Clang 20.1.4 ]', 'platform': 'Linux-5.15.0-53-generic-x86_64-with-glibc2.35', 'event': 'train'}
INFO - 07:25:44: EPOCH 0 - PROGRESS: at 0.08% examples, 1895908 words/s, in_qsize 63, out_qsize 0
INFO - 07:25:45: EPOCH 0 - PROGRESS: at 0.17% examples, 1996533 words/s, in_qsize 63, out_qsize 0
INFO - 07:25:46: EPOCH 0 - PROGRESS: at 0.27% examples, 2010000 words/s, in_qsize 63, out_qsize 0
INFO - 07:25:47: EPOCH 0 - PROGRESS: at 0.39% examples, 2030592 words/s, in_qsize 59, out_qsize 4
INFO - 07:25:48: EPOCH 0 - PROGRESS: at 0.50% examples, 2044870 words/s, in_qsize 64, out_qsize 2
INFO - 07:25:49: EPOCH 0 - PROGRESS: at 0.63% examples, 2043550 words/s, in_qsize 64, out_qsize 0
INFO - 07:25:50: EPOCH 0 - PROGRESS: at 0.82% examples, 2045150 words/s, in_qsize 63, out_qsize 0
INFO - 07:25:51: EPOCH 0 - PROGRESS: at 1.20% examples, 2068486 words/s, in_qsize 63, out_qsize 0
INFO - 07:25:52: EPOCH 0 - PROGRESS: at 1.52% examples, 2093960 words/s, in_qsize 63, out_qsize 0
INFO - 07:25:53: EPOCH 0 - PROGRESS: at 1.67% examples, 2091276 words/s, in_qsize 59, out_qsize 4
INFO - 07:25:54: EPOCH 0 - PROGRESS: at 1.83% examples, 2084898 words/s, in_qsize 61, out_qsize 2
INFO - 07:25:55: EPOCH 0 - PROGRESS: at 2.00% examples, 2085021 words/s, in_qsize 59, out_qsize 4
INFO - 07:25:56: EPOCH 0 - PROGRESS: at 2.18% examples, 2078125 words/s, in_qsize 62, out_qsize 1
INFO - 07:25:57: EPOCH 0 - PROGRESS: at 2.38% examples, 2085255 words/s, in_qsize 61, out_qsize 2
INFO - 07:25:58: EPOCH 0 - PROGRESS: at 2.55% examples, 2080062 words/s, in_qsize 61, out_qsize 2
INFO - 07:25:59: EPOCH 0 - PROGRESS: at 2.75% examples, 2078082 words/s, in_qsize 62, out_qsize 1
INFO - 07:26:00: EPOCH 0 - PROGRESS: at 2.94% examples, 2074357 words/s, in_qsize 59, out_qsize 4
INFO - 07:26:01: EPOCH 0 - PROGRESS: at 3.17% examples, 2077127 words/s, in_qsize 63, out_qsize 0
INFO - 07:26:02: EPOCH 0 - PROGRESS: at 3.40% examples, 2078076 words/s, in_qsize 61, out_qsize 2
INFO - 07:26:03: EPOCH 0 - PROGRESS: at 3.66% examples, 2079371 words/s, in_qsize 63, out_qsize 0
INFO - 07:26:04: EPOCH 0 - PROGRESS: at 3.88% examples, 2078587 words/s, in_qsize 62, out_qsize 1
INFO - 07:26:05: EPOCH 0 - PROGRESS: at 4.12% examples, 2078767 words/s, in_qsize 61, out_qsize 2
INFO - 07:26:06: EPOCH 0 - PROGRESS: at 4.36% examples, 2076215 words/s, in_qsize 62, out_qsize 1
INFO - 07:26:07: EPOCH 0 - PROGRESS: at 4.62% examples, 2079141 words/s, in_qsize 62, out_qsize 1
INFO - 07:26:08: EPOCH 0 - PROGRESS: at 4.88% examples, 2078833 words/s, in_qsize 62, out_qsize 1
INFO - 07:26:09: EPOCH 0 - PROGRESS: at 5.15% examples, 2079451 words/s, in_qsize 62, out_qsize 1
INFO - 07:26:10: EPOCH 0 - PROGRESS: at 5.45% examples, 2078197 words/s, in_qsize 63, out_qsize 0
INFO - 07:26:11: EPOCH 0 - PROGRESS: at 5.72% examples, 2075125 words/s, in_qsize 60, out_qsize 3
INFO - 07:26:12: EPOCH 0 - PROGRESS: at 6.03% examples, 2075721 words/s, in_qsize 62, out_qsize 1
INFO - 07:26:13: EPOCH 0 - PROGRESS: at 6.33% examples, 2078099 words/s, in_qsize 62, out_qsize 1
INFO - 07:26:14: EPOCH 0 - PROGRESS: at 6.64% examples, 2076649 words/s, in_qsize 63, out_qsize 0
INFO - 07:26:15: EPOCH 0 - PROGRESS: at 6.93% examples, 2073589 words/s, in_qsize 63, out_qsize 0
INFO - 07:26:16: EPOCH 0 - PROGRESS: at 7.24% examples, 2072464 words/s, in_qsize 58, out_qsize 5
INFO - 07:26:17: EPOCH 0 - PROGRESS: at 7.58% examples, 2074083 words/s, in_qsize 60, out_qsize 3
INFO - 07:26:18: EPOCH 0 - PROGRESS: at 7.90% examples, 2074172 words/s, in_qsize 61, out_qsize 2
INFO - 07:26:19: EPOCH 0 - PROGRESS: at 8.23% examples, 2075492 words/s, in_qsize 63, out_qsize 0
INFO - 07:26:20: EPOCH 0 - PROGRESS: at 8.57% examples, 2073627 words/s, in_qsize 61, out_qsize 2
INFO - 07:26:21: EPOCH 0 - PROGRESS: at 8.91% examples, 2073424 words/s, in_qsize 63, out_qsize 0
